transaction_id,card_id,timestamp,amount,merchant_category,country,card_present,is_fraud
txn_0000036,card_00872,2026-01-05T23:21:15Z,77.08,travel,IN,False,False
txn_0000037,card_00676,2026-01-09T08:05:18Z,47.81,travel,US,True,False
txn_0000038,card_00147,2026-01-09T23:23:04Z,32.06,utilities,SG,False,False
txn_0000039,card_00650,2026-01-01T15:20:22Z,138.98,entertainment,IN,True,False
txn_0000040,card_00737,2026-01-02T10:26:02Z,16.34,entertainment,US,True,False
txn_0000041,card_00691,2026-01-07T09:39:12Z,716.8,online_retail,GB,False,False
txn_0000042,card_00316,2026-01-08T11:46:16Z,38.1,fuel,DE,False,False
txn_0000043,card_00346,2026-01-20T05:56:52Z,15.41,online_retail,AE,False,False
txn_0000044,card_00103,2026-01-29T02:20:31Z,33.94,fuel,SG,True,False
txn_0000045,card_00368,2026-01-08T12:58:37Z,23.27,utilities,DE,False,False
txn_0000046,card_00779,2026-01-05T10:23:01Z,19.23,online_retail,US,True,False
txn_0000047,card_00203,2026-01-20T21:57:48Z,41.28,grocery,US,False,False
txn_0000048,card_00062,2026-01-08T13:18:17Z,78.14,restaurant,SG,True,False
txn_0000049,card_00211,2026-01-30T02:14:32Z,9.79,electronics,AE,True,False
txn_0000050,card_00234,2026-01-23T02:06:13Z,7.65,pharmacy,AE,True,False
txn_0000051,card_00111,2026-01-20T04:29:19Z,38.74,grocery,GB,True,False
txn_0000052,card_00411,2026-01-02T08:46:55Z,84.34,restaurant,IN,True,False
txn_0000053,card_00434,2026-01-11T03:26:23Z,195.73,atm_withdrawal,AE,True,False
txn_0000054,card_00397,2026-01-20T00:05:56Z,148.92,pharmacy,AE,False,False
txn_0000055,card_00137,2026-01-21T17:18:17Z,22.13,online_retail,AE,False,False
txn_0000056,card_00356,2026-01-18T19:11:59Z,196.32,utilities,GB,False,False
txn_0000057,card_00629,2026-01-08T21:59:44Z,10.76,entertainment,IN,False,False
txn_0000058,card_00867,2026-01-01T03:42:10Z,5.68,utilities,IN,True,False
txn_0000059,card_00642,2026-01-29T05:16:37Z,137.37,grocery,US,False,False
txn_0000060,card_00071,2026-01-04T15:49:07Z,59.56,atm_withdrawal,IN,True,False
txn_0000061,card_00487,2026-01-16T07:16:40Z,58.19,online_retail,GB,False,False
txn_0000062,card_00519,2026-01-02T15:27:02Z,52.53,online_retail,IN,False,False
txn_0000063,card_00384,2026-01-06T02:56:57Z,91.3,restaurant,IN,True,False
txn_0000064,card_00640,2026-01-21T14:38:50Z,39.28,online_retail,DE,False,False
txn_0000065,card_00125,2026-01-27T11:31:23Z,147.09,utilities,SG,False,False
txn_0000066,card_00719,2026-01-05T17:19:03Z,79.55,fuel,US,False,False
txn_0000067,card_00398,2026-01-15T17:04:15Z,85.69,restaurant,US,True,False
txn_0000068,card_00737,2026-01-15T22:38:45Z,122.71,atm_withdrawal,US,True,False
txn_0000069,card_00534,2026-01-29T10:54:17Z,131.64,atm_withdrawal,IN,False,False
txn_0000070,card_00306,2026-01-13T18:05:52Z,300.87,pharmacy,SG,True,False
txn_0000071,card_00274,2026-01-28T21:03:18Z,18.21,fuel,AE,False,False
txn_0000072,card_00551,2026-01-29T04:50:40Z,10.11,pharmacy,US,True,False
txn_0000073,card_00278,2026-01-15T13:54:40Z,39.27,entertainment,US,True,False
txn_0000074,card_00657,2026-01-03T01:11:46Z,84.0,utilities,DE,False,False
txn_0000075,card_00103,2026-01-05T12:05:10Z,4.38,entertainment,SG,True,False
txn_0000076,card_00498,2026-01-06T23:45:04Z,171.17,electronics,IN,True,False
txn_0000077,card_00213,2026-01-22T08:06:33Z,72.74,pharmacy,DE,False,False
txn_0000078,card_00394,2026-01-26T13:27:21Z,84.0,pharmacy,SG,False,False
txn_0000079,card_00804,2026-01-21T02:39:18Z,50.5,restaurant,IN,True,False
txn_0000080,card_00217,2026-01-30T00:41:53Z,49.25,pharmacy,DE,True,False
txn_0000081,card_00468,2026-01-23T22:29:13Z,299.05,restaurant,SG,False,False
txn_0000082,card_00310,2026-01-01T22:59:50Z,33.41,entertainment,US,False,False
txn_0000083,card_00222,2026-01-27T05:54:02Z,94.35,pharmacy,AE,True,False
txn_0000084,card_00747,2026-01-14T19:21:48Z,71.85,atm_withdrawal,AE,False,False
txn_0000085,card_00334,2026-01-30T00:42:30Z,41.31,pharmacy,DE,False,False
txn_0000086,card_00290,2026-01-30T15:03:01Z,41.47,restaurant,DE,False,False
txn_0000087,card_00371,2026-01-09T10:48:45Z,201.36,atm_withdrawal,SG,False,False
txn_0000088,card_00239,2026-01-02T01:41:19Z,78.29,atm_withdrawal,US,True,True
txn_0000089,card_00439,2026-01-28T17:33:25Z,141.02,restaurant,SG,True,False
txn_0000090,card_00820,2026-01-16T13:13:20Z,227.23,fuel,AE,True,False
txn_0000091,card_00635,2026-01-23T16:00:25Z,38.65,travel,DE,False,False
txn_0000092,card_00270,2026-01-05T13:23:01Z,45.36,entertainment,US,True,False
txn_0000093,card_00483,2026-01-29T01:30:03Z,10.98,travel,SG,False,False
txn_0000094,card_00449,2026-01-27T05:19:20Z,125.17,online_retail,GB,True,False
txn_0000095,card_00747,2026-01-26T11:13:42Z,88.33,atm_withdrawal,GB,True,False
txn_0000096,card_00695,2026-01-03T08:56:59Z,54.96,online_retail,SG,False,False
txn_0000097,card_00139,2026-01-21T15:49:32Z,98.77,grocery,GB,True,False
txn_0000098,card_00470,2026-01-08T09:45:28Z,49.65,grocery,DE,False,False
txn_0000099,card_00063,2026-01-30T18:22:23Z,556.9,fuel,DE,True,False
txn_0000100,card_00770,2026-01-04T22:42:02Z,13.18,electronics,GB,True,False
txn_0000101,card_00527,2026-01-11T03:01:09Z,29.28,fuel,DE,False,False
txn_0000102,card_00536,2026-01-28T09:19:59Z,179.08,grocery,DE,False,False
txn_0000103,card_00830,2026-01-27T09:14:06Z,12.86,entertainment,SG,False,False
txn_0000104,card_00823,2026-01-10T17:09:39Z,57.15,entertainment,IN,False,False
txn_0000105,card_00731,2026-01-10T06:51:47Z,63.9,restaurant,DE,True,False
txn_0000106,card_00607,2026-01-29T10:46:59Z,522.43,restaurant,AE,False,False
txn_0000107,card_00049,2026-01-30T20:52:16Z,8.15,atm_withdrawal,AE,False,False
txn_0000108,card_00597,2026-01-27T21:54:41Z,17.64,utilities,US,False,False
txn_0000109,card_00605,2026-01-27T13:15:29Z,19.46,online_retail,SG,False,False
txn_0000110,card_00586,2026-01-29T05:20:40Z,262.53,utilities,US,True,False
txn_0000111,card_00058,2026-01-21T22:03:34Z,1.81,utilities,DE,False,False
txn_0000112,card_00183,2026-01-26T21:28:28Z,32.8,travel,IN,False,False
txn_0000113,card_00538,2026-01-17T22:23:34Z,49.32,online_retail,GB,True,False
txn_0000114,card_00837,2026-01-18T01:44:44Z,75.83,fuel,IN,True,False
txn_0000115,card_00460,2026-01-21T08:51:11Z,33.24,utilities,SG,False,False
txn_0000116,card_00900,2026-01-11T08:03:14Z,116.28,pharmacy,SG,True,False
txn_0000117,card_00726,2026-01-30T09:12:34Z,130.98,restaurant,GB,True,False
txn_0000118,card_00523,2026-01-19T16:23:36Z,35.68,fuel,IN,False,False
txn_0000119,card_00763,2026-01-09T13:21:00Z,16.53,online_retail,DE,True,False
txn_0000120,card_00508,2026-01-05T17:07:06Z,43.77,pharmacy,SG,False,False
txn_0000121,card_00536,2026-01-10T04:32:29Z,13.34,atm_withdrawal,SG,True,False
txn_0000122,card_00552,2026-01-11T20:51:28Z,60.51,entertainment,US,False,False
txn_0000123,card_00470,2026-01-14T21:57:39Z,87.12,fuel,SG,True,False
txn_0000124,card_00619,2026-01-26T13:57:55Z,38.96,utilities,GB,True,False
txn_0000125,card_00362,2026-01-02T00:50:44Z,125.31,electronics,SG,False,False
txn_0000126,card_00365,2026-01-03T17:10:08Z,45.37,restaurant,US,True,False
txn_0000127,card_00537,2026-01-23T15:03:22Z,238.27,entertainment,US,True,False
txn_0000128,card_00528,2026-01-18T19:19:52Z,162.14,electronics,DE,True,False
txn_0000129,card_00845,2026-01-03T07:35:46Z,50.63,utilities,GB,True,False
txn_0000130,card_00836,2026-01-07T05:39:07Z,36.41,grocery,IN,True,False
txn_0000131,card_00654,2026-01-14T09:20:51Z,797.57,pharmacy,IN,False,False
txn_0000132,card_00272,2026-01-03T12:02:01Z,17.33,utilities,IN,True,False
txn_0000133,card_00685,2026-01-23T07:35:54Z,92.6,electronics,US,True,False
txn_0000134,card_00253,2026-01-18T05:49:27Z,49.35,grocery,US,True,False
txn_0000135,card_00162,2026-01-13T11:24:28Z,246.82,restaurant,DE,True,False
txn_0000136,card_00778,2026-01-22T22:00:13Z,439.11,online_retail,AE,False,False
txn_0000137,card_00196,2026-01-16T08:48:00Z,6.6,grocery,US,False,False
txn_0000138,card_00510,2026-01-10T01:19:01Z,119.84,travel,GB,False,False
txn_0000139,card_00299,2026-01-23T04:06:50Z,1735.1,pharmacy,AE,False,True
txn_0000140,card_00840,2026-01-30T15:10:47Z,42.54,pharmacy,SG,True,False
txn_0000141,card_00709,2026-01-03T10:47:59Z,292.12,grocery,IN,True,False
txn_0000142,card_00547,2026-01-23T11:58:57Z,115.92,fuel,US,False,False
txn_0000143,card_00400,2026-01-02T11:31:38Z,106.93,electronics,AE,True,False
txn_0000144,card_00137,2026-01-24T15:17:32Z,37.94,online_retail,US,True,False
txn_0000145,card_00550,2026-01-27T00:08:05Z,170.4,electronics,AE,False,False
txn_0000146,card_00068,2026-01-19T02:40:36Z,34.81,utilities,US,False,False
txn_0000147,card_00481,2026-01-17T08:14:05Z,328.0,fuel,GB,True,False
txn_0000148,card_00796,2026-01-16T17:37:15Z,291.37,electronics,DE,False,False
txn_0000149,card_00877,2026-01-29T01:16:46Z,168.02,entertainment,GB,False,False
txn_0000150,card_00003,2026-01-04T19:01:51Z,71.27,atm_withdrawal,DE,True,False
txn_0000151,card_00538,2026-01-19T09:16:20Z,94.96,restaurant,GB,True,False
txn_0000152,card_00073,2026-01-25T19:39:25Z,107.45,electronics,AE,False,False
txn_0000153,card_00075,2026-01-19T03:14:08Z,9.42,online_retail,SG,True,False
txn_0000154,card_00334,2026-01-08T00:22:04Z,55.42,restaurant,GB,False,False
txn_0000155,card_00647,2026-01-28T13:25:39Z,557.97,fuel,GB,False,False
txn_0000156,card_00679,2026-01-14T12:09:38Z,111.32,travel,DE,True,False
txn_0000157,card_00243,2026-01-01T13:44:30Z,38.1,utilities,SG,True,False
txn_0000158,card_00045,2026-01-08T05:27:56Z,55.84,grocery,SG,True,False
txn_0000159,card_00680,2026-01-03T18:27:01Z,71.96,atm_withdrawal,DE,True,False
txn_0000160,card_00721,2026-01-30T12:05:45Z,30.74,atm_withdrawal,SG,False,False
txn_0000161,card_00412,2026-01-19T12:50:44Z,71.4,electronics,US,False,False
txn_0000162,card_00253,2026-01-29T19:26:52Z,47.12,atm_withdrawal,IN,True,False
txn_0000163,card_00607,2026-01-11T10:37:11Z,40.16,grocery,GB,False,False
txn_0000164,card_00872,2026-01-10T17:19:58Z,196.94,travel,US,False,False
txn_0000165,card_00885,2026-01-14T15:28:01Z,79.7,pharmacy,DE,True,False
txn_0000166,card_00649,2026-01-07T17:32:20Z,41.15,utilities,IN,False,False
txn_0000167,card_00747,2026-01-17T22:11:37Z,63.36,grocery,SG,False,False
txn_0000168,card_00027,2026-01-16T17:55:26Z,10.28,pharmacy,GB,True,False
txn_0000169,card_00087,2026-01-21T04:59:40Z,637.95,fuel,IN,True,False
txn_0000170,card_00613,2026-01-23T16:05:06Z,192.67,restaurant,AE,True,False
txn_0000171,card_00673,2026-01-18T06:24:42Z,35.55,grocery,GB,False,False
txn_0000172,card_00018,2026-01-15T00:01:24Z,5.78,pharmacy,SG,True,False
txn_0000173,card_00192,2026-01-10T20:18:04Z,6.12,online_retail,GB,False,False
txn_0000174,card_00749,2026-01-26T19:03:45Z,19.09,online_retail,DE,True,False
txn_0000175,card_00367,2026-01-09T10:15:46Z,74.02,pharmacy,DE,False,False
txn_0000176,card_00154,2026-01-04T16:49:05Z,130.09,pharmacy,US,True,False
txn_0000177,card_00141,2026-01-08T13:31:09Z,29.97,entertainment,SG,True,False
txn_0000178,card_00110,2026-01-07T11:32:48Z,15.44,entertainment,AE,True,False
txn_0000179,card_00282,2026-01-13T03:15:22Z,17.14,atm_withdrawal,US,True,False
txn_0000180,card_00080,2026-01-24T05:18:50Z,38.39,online_retail,GB,False,False
txn_0000181,card_00241,2026-01-27T01:05:39Z,22.74,electronics,GB,False,False
txn_0000182,card_00685,2026-01-30T18:42:44Z,40.88,restaurant,DE,True,False
txn_0000183,card_00305,2026-01-16T04:25:01Z,111.48,grocery,DE,True,False
txn_0000184,card_00239,2026-01-25T08:07:59Z,119.32,online_retail,IN,True,False
txn_0000185,card_00581,2026-01-13T02:19:31Z,10.25,pharmacy,SG,True,False
txn_0000186,card_00380,2026-01-14T03:44:10Z,223.3,electronics,GB,True,False
txn_0000187,card_00624,2026-01-27T21:22:10Z,60.03,online_retail,DE,False,False
txn_0000188,card_00745,2026-01-02T11:37:30Z,75.63,entertainment,US,True,False
txn_0000189,card_00537,2026-01-27T21:43:45Z,213.71,restaurant,GB,False,False
txn_0000190,card_00439,2026-01-12T22:03:34Z,8.44,entertainment,DE,True,False
txn_0000191,card_00832,2026-01-28T02:54:57Z,728.93,electronics,AE,False,False
txn_0000192,card_00298,2026-01-11T23:05:03Z,34.36,grocery,DE,True,False
txn_0000193,card_00059,2026-01-30T11:47:55Z,22.96,electronics,US,True,False
txn_0000194,card_00274,2026-01-14T22:25:23Z,191.08,entertainment,DE,False,False
txn_0000195,card_00065,2026-01-26T00:55:35Z,51.23,atm_withdrawal,IN,False,False
txn_0000196,card_00522,2026-01-10T02:38:25Z,13.16,travel,US,False,False
txn_0000197,card_00698,2026-01-29T06:00:09Z,95.65,utilities,GB,False,False
txn_0000198,card_00825,2026-01-16T12:52:17Z,15.71,travel,IN,False,False
txn_0000199,card_00401,2026-01-20T09:55:17Z,91.45,electronics,GB,False,False
txn_0000200,card_00222,2026-01-25T02:56:04Z,5.93,atm_withdrawal,GB,True,False
txn_0000201,card_00366,2026-01-14T12:41:38Z,62.96,atm_withdrawal,GB,False,False
txn_0000202,card_00660,2026-01-13T09:46:37Z,28.82,pharmacy,US,False,False
txn_0000203,card_00721,2026-01-23T13:28:23Z,171.85,online_retail,US,False,False
txn_0000204,card_00291,2026-01-02T01:35:19Z,57.02,electronics,IN,False,False
txn_0000205,card_00257,2026-01-25T09:10:59Z,43.7,travel,AE,False,False
txn_0000206,card_00313,2026-01-25T11:40:52Z,205.53,entertainment,IN,False,True
txn_0000207,card_00503,2026-01-15T21:10:41Z,270.18,grocery,US,False,True
txn_0000208,card_00494,2026-01-03T18:13:41Z,11.97,restaurant,AE,True,False
txn_0000209,card_00780,2026-01-30T10:45:24Z,35.78,travel,AE,False,False
txn_0000210,card_00241,2026-01-02T16:42:01Z,33.46,entertainment,US,True,False
txn_0000211,card_00831,2026-01-26T17:58:06Z,23.94,electronics,US,False,False
txn_0000212,card_00864,2026-01-21T16:26:11Z,93.06,grocery,IN,True,False
txn_0000213,card_00445,2026-01-14T09:23:02Z,127.43,fuel,AE,True,False
txn_0000214,card_00090,2026-01-15T00:30:48Z,49.15,restaurant,GB,True,False
txn_0000215,card_00421,2026-01-16T20:40:49Z,7.58,restaurant,SG,False,False
txn_0000216,card_00364,2026-01-18T21:41:03Z,142.19,travel,US,False,False
txn_0000217,card_00780,2026-01-11T13:12:49Z,77.45,travel,DE,True,False
txn_0000218,card_00039,2026-01-05T04:06:25Z,432.29,atm_withdrawal,AE,False,False
txn_0000219,card_00862,2026-01-14T14:46:23Z,43.62,travel,DE,True,False
txn_0000220,card_00858,2026-01-18T11:48:13Z,173.37,fuel,US,True,False
txn_0000221,card_00637,2026-01-17T18:27:09Z,26.64,restaurant,GB,False,False
txn_0000222,card_00801,2026-01-03T03:47:04Z,199.12,fuel,AE,True,False
txn_0000223,card_00859,2026-01-30T22:16:30Z,8.36,fuel,DE,True,False
txn_0000224,card_00166,2026-01-11T01:17:53Z,54.09,atm_withdrawal,AE,False,False
txn_0000225,card_00129,2026-01-28T01:09:02Z,127.8,fuel,IN,False,False
txn_0000226,card_00581,2026-01-07T03:42:10Z,297.65,entertainment,IN,False,True
txn_0000227,card_00235,2026-01-18T19:18:37Z,280.56,grocery,GB,False,False
txn_0000228,card_00887,2026-01-16T13:27:44Z,403.14,restaurant,AE,False,False
txn_0000229,card_00276,2026-01-11T22:51:54Z,70.33,online_retail,DE,True,False
txn_0000230,card_00815,2026-01-28T18:56:17Z,29.9,online_retail,IN,True,False
txn_0000231,card_00649,2026-01-27T01:48:51Z,831.21,online_retail,AE,False,True
txn_0000232,card_00228,2026-01-18T21:40:30Z,121.51,restaurant,GB,False,False
txn_0000233,card_00691,2026-01-16T00:49:10Z,94.51,online_retail,IN,False,False
txn_0000234,card_00483,2026-01-03T10:23:23Z,51.51,online_retail,AE,False,False
txn_0000235,card_00694,2026-01-26T12:21:50Z,230.15,travel,US,True,False
txn_0000236,card_00305,2026-01-22T12:00:37Z,40.25,grocery,AE,True,False
txn_0000237,card_00564,2026-01-25T11:41:00Z,313.74,restaurant,GB,False,False
txn_0000238,card_00532,2026-01-07T17:04:12Z,71.57,grocery,IN,False,False
txn_0000239,card_00091,2026-01-13T01:44:23Z,135.73,electronics,GB,True,True
txn_0000240,card_00440,2026-01-25T03:41:57Z,13.11,electronics,GB,False,False
txn_0000241,card_00251,2026-01-13T14:22:57Z,27.37,atm_withdrawal,DE,False,False
txn_0000242,card_00622,2026-01-03T11:24:31Z,187.2,pharmacy,SG,False,False
txn_0000243,card_00401,2026-01-24T04:24:15Z,17.47,atm_withdrawal,US,True,False
txn_0000244,card_00083,2026-01-28T20:30:15Z,5.0,utilities,US,False,False
txn_0000245,card_00783,2026-01-17T20:35:50Z,103.28,utilities,SG,False,False
txn_0000246,card_00493,2026-01-09T00:15:34Z,84.32,restaurant,IN,True,True
txn_0000247,card_00082,2026-01-30T17:43:48Z,28.92,online_retail,GB,False,False
txn_0000248,card_00586,2026-01-19T04:06:23Z,154.49,pharmacy,IN,False,False
txn_0000249,card_00467,2026-01-09T18:02:03Z,224.16,fuel,SG,True,False
txn_0000250,card_00074,2026-01-17T12:04:54Z,24.56,travel,SG,False,False
txn_0000251,card_00154,2026-01-08T23:42:54Z,71.33,utilities,IN,False,False
txn_0000252,card_00054,2026-01-19T06:01:30Z,530.01,online_retail,DE,False,False
txn_0000253,card_00685,2026-01-08T12:59:01Z,34.15,electronics,SG,True,False
txn_0000254,card_00174,2026-01-21T19:45:17Z,16.7,utilities,SG,True,False
txn_0000255,card_00537,2026-01-23T02:01:17Z,26.28,atm_withdrawal,DE,True,False
txn_0000256,card_00311,2026-01-17T04:45:00Z,198.45,utilities,DE,True,False
txn_0000257,card_00551,2026-01-10T11:21:33Z,110.46,pharmacy,AE,False,False
txn_0000258,card_00668,2026-01-08T06:04:29Z,235.04,online_retail,US,False,False
txn_0000259,card_00106,2026-01-18T20:17:35Z,26.98,online_retail,AE,True,False
txn_0000260,card_00819,2026-01-21T21:24:12Z,40.98,fuel,DE,True,False
txn_0000261,card_00632,2026-01-26T10:41:01Z,55.04,entertainment,DE,True,False
txn_0000262,card_00129,2026-01-07T07:14:36Z,71.92,atm_withdrawal,US,True,False
txn_0000263,card_00076,2026-01-28T05:46:04Z,62.94,entertainment,US,True,False
txn_0000264,card_00043,2026-01-23T12:51:24Z,143.25,grocery,DE,False,False
txn_0000265,card_00153,2026-01-23T04:16:48Z,95.1,utilities,SG,True,False
txn_0000266,card_00358,2026-01-30T16:07:37Z,148.94,fuel,IN,True,False
txn_0000267,card_00824,2026-01-01T11:59:45Z,25.26,grocery,AE,True,False
txn_0000268,card_00252,2026-01-03T03:36:59Z,20.59,utilities,AE,False,False
txn_0000269,card_00662,2026-01-14T16:30:42Z,108.02,restaurant,DE,False,False
txn_0000270,card_00006,2026-01-11T07:10:50Z,59.25,travel,SG,True,False
txn_0000271,card_00336,2026-01-17T03:55:41Z,11.71,travel,US,False,False
txn_0000272,card_00845,2026-01-09T04:32:10Z,15.7,online_retail,DE,False,False
txn_0000273,card_00731,2026-01-08T11:04:58Z,140.31,restaurant,US,True,False
txn_0000274,card_00039,2026-01-16T15:03:28Z,38.96,travel,SG,True,False
txn_0000275,card_00313,2026-01-22T15:35:40Z,39.12,pharmacy,AE,True,False
txn_0000276,card_00172,2026-01-27T08:37:18Z,837.56,utilities,AE,True,True
txn_0000277,card_00549,2026-01-24T21:08:41Z,27.85,utilities,SG,False,False
txn_0000278,card_00088,2026-01-25T06:37:20Z,16.68,atm_withdrawal,US,True,False
txn_0000279,card_00432,2026-01-28T06:09:27Z,101.2,entertainment,AE,False,False
txn_0000280,card_00533,2026-01-01T15:01:55Z,285.84,grocery,GB,False,True
txn_0000281,card_00193,2026-01-27T19:22:44Z,6.95,atm_withdrawal,US,False,False
txn_0000282,card_00828,2026-01-06T02:22:03Z,151.32,electronics,US,True,False
txn_0000283,card_00277,2026-01-09T04:05:16Z,38.56,entertainment,GB,True,False
txn_0000284,card_00349,2026-01-10T19:08:51Z,43.73,online_retail,SG,True,False
txn_0000285,card_00011,2026-01-11T11:05:50Z,14.96,restaurant,AE,True,False
txn_0000286,card_00738,2026-01-30T19:40:56Z,101.84,entertainment,IN,False,False
txn_0000287,card_00725,2026-01-09T09:59:24Z,8.0,online_retail,GB,True,False
txn_0000288,card_00377,2026-01-27T23:31:54Z,85.69,electronics,AE,False,False
txn_0000289,card_00250,2026-01-10T13:10:55Z,26.61,pharmacy,US,True,False
txn_0000290,card_00400,2026-01-04T17:41:12Z,74.71,online_retail,IN,True,False
txn_0000291,card_00187,2026-01-22T18:47:41Z,13.81,entertainment,AE,False,False
txn_0000292,card_00140,2026-01-29T15:01:20Z,455.39,travel,DE,False,False
txn_0000293,card_00450,2026-01-07T02:49:33Z,137.16,electronics,US,False,False
txn_0000294,card_00042,2026-01-21T01:34:41Z,111.87,atm_withdrawal,SG,False,False
txn_0000295,card_00834,2026-01-10T17:00:28Z,12.28,atm_withdrawal,US,False,False
txn_0000296,card_00103,2026-01-17T01:32:41Z,620.05,travel,SG,True,False
txn_0000297,card_00413,2026-01-07T16:21:57Z,109.48,travel,AE,False,False
txn_0000298,card_00327,2026-01-18T15:04:53Z,39.04,atm_withdrawal,AE,False,False
txn_0000299,card_00544,2026-01-14T20:59:59Z,66.61,online_retail,US,False,False
txn_0000300,card_00349,2026-01-17T21:59:25Z,20.72,utilities,SG,True,False
txn_0000301,card_00749,2026-01-01T02:43:34Z,11.3,entertainment,US,True,False
txn_0000302,card_00868,2026-01-22T11:38:48Z,50.57,fuel,SG,False,False
txn_0000303,card_00257,2026-01-02T23:54:39Z,42.29,online_retail,DE,False,False
txn_0000304,card_00693,2026-01-19T06:41:41Z,121.47,grocery,AE,True,False
txn_0000305,card_00777,2026-01-22T10:47:48Z,242.71,travel,GB,True,False
txn_0000306,card_00432,2026-01-29T16:03:24Z,22.27,restaurant,GB,True,False
txn_0000307,card_00597,2026-01-06T14:58:05Z,167.79,travel,SG,False,False
txn_0000308,card_00496,2026-01-17T23:05:06Z,96.84,pharmacy,IN,False,False
txn_0000309,card_00445,2026-01-15T19:17:58Z,149.5,grocery,IN,False,False
txn_0000310,card_00820,2026-01-10T05:51:06Z,31.48,travel,IN,False,False
txn_0000311,card_00846,2026-01-16T04:37:32Z,797.65,online_retail,SG,False,False
txn_0000312,card_00389,2026-01-30T23:01:07Z,85.31,entertainment,GB,True,False
txn_0000313,card_00769,2026-01-20T01:11:13Z,251.25,entertainment,DE,False,False
txn_0000314,card_00156,2026-01-07T04:05:09Z,15.87,online_retail,GB,True,False
txn_0000315,card_00372,2026-01-28T05:06:11Z,41.21,restaurant,DE,False,False
txn_0000316,card_00589,2026-01-22T20:37:00Z,8.32,travel,DE,True,False
txn_0000317,card_00259,2026-01-13T18:00:23Z,60.07,online_retail,AE,False,False
txn_0000318,card_00609,2026-01-29T02:22:37Z,116.04,electronics,GB,False,False
txn_0000319,card_00221,2026-01-13T05:12:33Z,81.58,restaurant,SG,False,False
txn_0000320,card_00612,2026-01-07T00:09:31Z,738.32,utilities,SG,True,False
txn_0000321,card_00070,2026-01-30T12:37:01Z,59.21,restaurant,IN,True,False
txn_0000322,card_00196,2026-01-26T13:21:28Z,252.7,electronics,GB,False,False
txn_0000323,card_00524,2026-01-27T02:25:26Z,308.11,electronics,GB,True,False
txn_0000324,card_00108,2026-01-12T09:20:34Z,912.88,pharmacy,IN,True,True
